ID,datetime,TokenizedText,sentiment,tickers,date,hour,day_of_week,month,year,normalized_text,text_length,word_count,ticker_count
116471,2020-04-19 23:49:20+00:00,"RT @TicTocTick: 4/20 weekly plan:

Play only on short side below 2860, target 🎯 2661.

Friday close 2667.

$SPX $NDX #ES_F $SPY

Plz share…",-1.0,['TGT'],2020-04-19,23,6,4,2020,"rt tictoctick 420 weekly plan play only on short side below 2860, target 2661. friday close 2667. spx ndx es_f spy plz share",124,23,1
136776,2020-04-20 01:16:02+00:00,"$SNE SONY $300 ""Sony’s Gaming business is currently experiencing accelerating growth 
trends driven by the “stay at home” economy. Sony remains one of the cheapest large cap 
tech stocks in the world."" Third Point Dan Loeb #StayHome #StayAtHome #nikkei $AAPL $NFLX $RKUNY $CMCSA https://t.co/x8i6jRzCEg",1.0,"['AAPL', 'CMCSA', 'NFLX']",2020-04-20,1,0,4,2020,sne sony 300 sonys gaming business is currently experiencing accelerating growth trends driven by the stay at home economy. sony remains one of the cheapest large cap tech stocks in the world. third point dan loeb stayhome stayathome nikkei aapl nflx rkuny cmcsa httpst.cox8i6jrzceg,282,44,3
135199,2020-04-20 06:00:29+00:00,"If market condition improves $dis, $aapl, $fdx, $cost, $cat, $de strike prices can be bought. This are really cheap but timing is important. https://t.co/lQtxSNNg8B",1.0,"['AAPL', 'CAT', 'COST', 'DE', 'DIS', 'FDX']",2020-04-20,6,0,4,2020,"if market condition improves dis, aapl, fdx, cost, cat, de strike prices can be bought. this are really cheap but timing is important. httpst.colqtxsnng8b",154,24,6
134829,2020-04-20 06:50:28+00:00,"RT @ReutersBiz: Australia to force Facebook and Google to share advertising revenue with local media firms, becoming one of the first count…",-1.0,['FB'],2020-04-20,6,0,4,2020,"rt reutersbiz australia to force facebook and google to share advertising revenue with local media firms, becoming one of the first count",137,22,1
131329,2020-04-20 13:45:55+00:00,"Keep adding companies with strong balance sheets and sustainable dividends to your portfolio.

Increasing cash deployment target to 65% with this oil related dip.

Looking at $IBM $ITW $LEG $JNJ today.",1.0,"['IBM', 'ITW', 'JNJ', 'LEG', 'TGT']",2020-04-20,13,0,4,2020,keep adding companies with strong balance sheets and sustainable dividends to your portfolio. increasing cash deployment target to 65 with this oil related dip. looking at ibm itw leg jnj today.,194,31,5
126083,2020-04-20 19:48:40+00:00,"So, right about now, I'm super glad that I never got that job offer to work at Exxon a few years ago... even tho they made me pay for my own plane ticket and hotel... LOL  $xom https://t.co/pwu2iOosK4",1.0,['XOM'],2020-04-20,19,0,4,2020,"so, right about now, i am super glad that i never got that job offer to work at exxon a few years ago... even tho they made me pay for my own plane ticket and hotel... lol xom httpst.copwu2ioosk4",195,39,1
125699,2020-04-20 20:14:46+00:00,June contract charts in $CL_F are available to our members. Expect #oil to extend lower. Follow for more updates. #Elliottwave #Trading #Stocks #Oil #Total #CRUDE #OPEC #XOM $XOM $XLE,-1.0,"['CL', 'XOM']",2020-04-20,20,0,4,2020,june contract charts in cl_f are available to our members. expect oil to extend lower. follow for more updates. elliottwave trading stocks oil total crude opec xom xom xle,171,29,2
125066,2020-04-20 21:14:15+00:00,"Purchases today using 2020 Vision for 2040 Relaxation:  $PPL, $MO, and $XOM all in my #RothIRA. #investing",1.0,"['MO', 'PPL', 'XOM']",2020-04-20,21,0,4,2020,"purchases today using 2020 vision for 2040 relaxation ppl, mo, and xom all in my rothira. investing",99,17,3
146100,2020-04-21 12:39:06+00:00,"Implied Volatility getting it done with Dmitry !! This can help in your research in $T  $Z $V  and $MS  for examplr,  https://t.co/2ngRM0KVde
#options #optionstrading #tradingideas #volatility #investing",1.0,"['MS', 'T', 'V']",2020-04-21,12,1,4,2020,"implied volatility getting it done with dmitry !! this can help in your research in t z v and ms for examplr, httpst.co2ngrm0kvde options optionstrading tradingideas volatility investing",186,28,3
145798,2020-04-21 12:57:29+00:00,Liberty Latin America $LILA Price Target Cut to $17.00 https://t.co/y9CiYQXEHl #stocks,-1.0,['TGT'],2020-04-21,12,1,4,2020,liberty latin america lila price target cut to 17.00 httpst.coy9ciyqxehl stocks,79,11,1
143163,2020-04-21 15:28:13+00:00,"RT @jmllubber: @kerberos007 They also bought $AMD and $INTC incredibly hard, took them to YTD and ATH
Those 2 semi names got beaten hard to…",-1.0,"['AMD', 'INTC']",2020-04-21,15,1,4,2020,"rt jmllubber kerberos007 they also bought amd and intc incredibly hard, took them to ytd and ath those 2 semi names got beaten hard to",134,25,2
142941,2020-04-21 15:40:52+00:00,"RT @dynamicvol: Feels like the market moved on from the 1st order (virus count) to the 2nd order (oil, solvency) effects this week  $SPX $V…",1.0,['V'],2020-04-21,15,1,4,2020,"rt dynamicvol feels like the market moved on from the 1st order virus count to the 2nd order oil, solvency effects this week spx v",130,25,1
164710,2020-04-22 01:05:12+00:00,"RT @TicTocTick: Free trade plan:

1. Look for shortings below 2762, target 2554

2. Above 2762, buys targets 2815

Now 2732

$SPX $NDX #ES_…",-1.0,['TGT'],2020-04-22,1,2,4,2020,"rt tictoctick free trade plan 1. look for shortings below 2762, target 2554 2. above 2762, buys targets 2815 now 2732 spx ndx es_",129,24,1
158169,2020-04-22 14:31:20+00:00,"Vetr users have upgraded https://t.co/WkaxsQ7i5z, Inc. to a HOLD Rating (3 stars), giving $AMZN a target price of $2288.05 https://t.co/rwVhF9BRHJ",1.0,"['AMZN', 'TGT']",2020-04-22,14,2,4,2020,"vetr users have upgraded httpst.cowkaxsq7i5z, inc. to a hold rating 3 stars, giving amzn a target price of 2288.05 httpst.corwvhf9brhj",134,20,2
157852,2020-04-22 14:52:02+00:00,"Boohoo, Manchester fashion giant, sees revenue soar to £1.2bn as profit tops £92m – Northern Financial Review

⁦@boohoo⁩ ⁦@NastyGal⁩ ⁦@OfficialPLT⁩ ⁦@BaillieGifford⁩ ⁦@SLA_plc⁩
⁦@ASInvestments⁩
⁦@TEMIT⁩ 
#stocks

 https://t.co/FmbeQWDlsr",1.0,['NTRS'],2020-04-22,14,2,4,2020,"boohoo, manchester fashion giant, sees revenue soar to 1.2bn as profit tops 92m northern financial review boohoo nastygal officialplt bailliegifford sla_plc asinvestments temit stocks httpst.cofmbeqwdlsr",203,25,1
155304,2020-04-22 17:42:14+00:00,RT @R_H_Ebright: @Poison_Oyster $JNJ AdVac looks like best near-term prospect (no theoretical risk of contamination by active SARS-CoV-2; h…,1.0,['JNJ'],2020-04-22,17,2,4,2020,rt r_h_ebright poison_oyster jnj advac looks like best near-term prospect no theoretical risk of contamination by active sars-cov-2 h,133,19,1
153775,2020-04-22 19:32:21+00:00,$BAC is sitting on the 200-month sma and below both the 200-week sma and 2011 rising trendline. Price action is corrective and a new low should be considered. The new low would be create a bullish momentum divergence. A platform for a more impulsive rally. https://t.co/vd9zirBpuu,1.0,['BAC'],2020-04-22,19,2,4,2020,bac is sitting on the 200-month sma and below both the 200-week sma and 2011 rising trendline. price action is corrective and a new low should be considered. the new low would be create a bullish momentum divergence. a platform for a more impulsive rally. httpst.covd9zirbpuu,275,46,1
151626,2020-04-22 22:45:49+00:00,@itsbigD18 @Royal_Bloo @CalebGregory304 Yeah I’m not chasing dividend yield just to say I have it. $T lost a bunch of cable subscribers too.,-1.0,['T'],2020-04-22,22,2,4,2020,itsbigd18 royal_bloo calebgregory304 yeah im not chasing dividend yield just to say i have it. t lost a bunch of cable subscribers too.,135,23,1
177041,2020-04-23 09:30:37+00:00,RT @AndreyGodsonn: @andyrao316 Funny how falling companies $DAI $BAC $ERIC are banning $ZM while and successful $FIVN $CRM $ORCL endorsing…,1.0,"['BAC', 'CRM', 'ORCL']",2020-04-23,9,3,4,2020,rt andreygodsonn andyrao316 funny how falling companies dai bac eric are banning zm while and successful fivn crm orcl endorsing,128,20,3
176209,2020-04-23 11:35:32+00:00,"RT @getvolatility: Cheap call option upside: $CCL calls cheaper than 88% of history, $BIIB 88%, $HD 88%, $NCLH 88%, $HAL 88%, $WMB 88%, $W…",1.0,"['BIIB', 'CCL', 'HAL', 'HD', 'NCLH', 'WMB']",2020-04-23,11,3,4,2020,"rt getvolatility cheap call option upside ccl calls cheaper than 88 of history, biib 88, hd 88, nclh 88, hal 88, wmb 88, w",122,24,6
174482,2020-04-23 13:35:19+00:00,"Stocks open higher as unemployment claims continue to rise, but at slower pace.
-Dow industrials up 71 points, or 0.3%
-S&amp;P 500 rises 0.4% to 2,810.46
-Nasdaq Composite up 0.3% at 8,521.15
#DOW #US30 #SPX500 #NASDAQ #MarketWatch",-1.0,['DOW'],2020-04-23,13,3,4,2020,"stocks open higher as unemployment claims continue to rise, but at slower pace. -dow industrials up 71 points, or 0.3 -sampp 500 rises 0.4 to 2,810.46 -nasdaq composite up 0.3 at 8,521.15 dow us30 spx500 nasdaq marketwatch",222,37,1
171504,2020-04-23 16:21:20+00:00,RT @AdamMancini4: Excellent follow through from yesterdays $SPX setup and we hit the 2830-2850 first target. Bears have a shot here. The re…,-1.0,['TGT'],2020-04-23,16,3,4,2020,rt adammancini4 excellent follow through from yesterdays spx setup and we hit the 2830-2850 first target. bears have a shot here. the re,136,23,1
171439,2020-04-23 16:24:01+00:00,Cfra Lowers AT&amp;T $T Price Target to $37.00 https://t.co/m5IWUn0YQr,-1.0,"['T', 'TGT']",2020-04-23,16,3,4,2020,cfra lowers atampt t price target to 37.00 httpst.com5iwun0yqr,62,9,2
170309,2020-04-23 17:29:01+00:00,"$AAPL may be the chart to watch here, having broken trendline support (along with many stocks) this week but trading back higher.  Also bounced off 38.2% Fibonacci level and the 200-day not far below $255.  Chart feels heavy with RSI never getting above 60. https://t.co/d6RmEKZxJa",-1.0,['AAPL'],2020-04-23,17,3,4,2020,"aapl may be the chart to watch here, having broken trendline support along with many stocks this week but trading back higher. also bounced off 38.2 fibonacci level and the 200-day not far below 255. chart feels heavy with rsi never getting above 60. httpst.cod6rmekzxja",270,45,1
170110,2020-04-23 17:42:46+00:00,$JPM looks ready to die. This is a micro-version of @RaoulGMI chart of European banks on the cliff of death months ago. https://t.co/Ye9dgewNGm,-1.0,['JPM'],2020-04-23,17,3,4,2020,jpm looks ready to die. this is a micro-version of raoulgmi chart of european banks on the cliff of death months ago. httpst.coye9dgewngm,137,23,1
167838,2020-04-23 20:15:43+00:00,"RT @GretaLWall: #MarketWatch $INTC falls after-hours despite beating Q1 expectations. 

Intel posted adjusted earnings of $1.45/share vs $1…",1.0,['INTC'],2020-04-23,20,3,4,2020,rt gretalwall marketwatch intc falls after-hours despite beating q1 expectations. intel posted adjusted earnings of 1.45share vs 1,130,18,1
192815,2020-04-24 05:53:12+00:00,"RT @Lakshmi_888: #SPX $SPX #ES_F #Dow $NQ #NQ #NDX $RUT #DAX #FTSE $ES_F $QQQ $Dow

This *cld* retrace to 1st yellow rec

Be v careful as t…",-1.0,"['DOW', 'ES']",2020-04-24,5,4,4,2020,rt lakshmi_888 spx spx es_f dow nq nq ndx rut dax ftse es_f qqq dow this cld retrace to 1st yellow rec be v careful as t,120,27,2
192436,2020-04-24 06:59:03+00:00,Weekly Analysts’ Ratings Changes for Fortune Brands Home &amp; Security $FBHS https://t.co/YVfTmFEtLR #stocks,1.0,['FBHS'],2020-04-24,6,4,4,2020,weekly analysts ratings changes for fortune brands home amp security fbhs httpst.coyvftmfetlr stocks,100,13,1
188124,2020-04-24 14:32:14+00:00,Nomura Increases Tractor Supply $TSCO Price Target to $95.00 https://t.co/MKWK2oCfnz #stocks,1.0,"['TGT', 'TSCO']",2020-04-24,14,4,4,2020,nomura increases tractor supply tsco price target to 95.00 httpst.comkwk2ocfnz stocks,85,11,2
209572,2020-04-26 00:25:37+00:00,Analysts Anticipate Pentair PLC $PNR to Announce $0.44 Earnings Per Share https://t.co/tiXqVblfr3 #stocks,1.0,['PNR'],2020-04-26,0,6,4,2020,analysts anticipate pentair plc pnr to announce 0.44 earnings per share httpst.cotixqvblfr3 stocks,98,13,1
209227,2020-04-26 02:05:37+00:00,"RT @LMT978: $INTC projected declining EPS for 2nd Q, loses some $AAPL business, the stock rallies 5% off the open &amp; closes higher on the da…",-1.0,"['AAPL', 'INTC']",2020-04-26,2,6,4,2020,"rt lmt978 intc projected declining eps for 2nd q, loses some aapl business, the stock rallies 5 off the open amp closes higher on the da",136,26,2
215048,2020-04-27 16:00:28+00:00,"Mindful Tip #015: Each losing trade is an opportunity to learn. #TradingPsychology #Perspective 

Follow us for daily powerful trading psychology!

$spy $qqq $dia $tvix $aapl $amzn $goog $msft $zm $tlry $cgc $gsx $tsla $lyft $work $spce",1.0,"['AAPL', 'AMZN', 'GOOG', 'MSFT']",2020-04-27,16,0,4,2020,mindful tip 015 each losing trade is an opportunity to learn. tradingpsychology perspective follow us for daily powerful trading psychology! spy qqq dia tvix aapl amzn goog msft zm tlry cgc gsx tsla lyft work spce,213,36,4
212021,2020-04-27 19:46:39+00:00,"I have no idea what this Coronavirus thing is everyone keeps talking about, I just know the markets are paying VERY HANDSOMELY to be long right now. Shoutout to the bears that keep losing money. That @NorthmanTrader sure is an idiot!! $spy $iwm $qqq $iwr $amzn",-1.0,['AMZN'],2020-04-27,19,0,4,2020,"i have no idea what this coronavirus thing is everyone keeps talking about, i just know the markets are paying very handsomely to be long right now. shoutout to the bears that keep losing money. that northmantrader sure is an idiot!! spy iwm qqq iwr amzn",254,46,1
209821,2020-04-27 23:35:41+00:00,Dow up 350 $AAPL $AMZN $TSLA $NVDA $NFLX $BABA $MSFT $SPY $QQQ https://t.co/Iwc1Wt9XSR,1.0,"['AAPL', 'AMZN', 'MSFT', 'NFLX', 'NVDA']",2020-04-27,23,0,4,2020,dow up 350 aapl amzn tsla nvda nflx baba msft spy qqq httpst.coiwc1wt9xsr,73,13,5
237062,2020-04-28 01:59:00+00:00,Goldman Sachs Commodity index decides to roll entire WTI position in 1 day!  USO ETF changed the rules so GSCI doesn't want to be last one to roll.  More pressure on oil means more pressure on equities! #stocks #StockMarket #trading #investing #WallStreet #bolsa https://t.co/pSzwV59U9O,-1.0,['GS'],2020-04-28,1,1,4,2020,goldman sachs commodity index decides to roll entire wti position in 1 day! uso etf changed the rules so gsci does not want to be last one to roll. more pressure on oil means more pressure on equities! stocks stockmarket trading investing wallstreet bolsa httpst.copszwv59u9o,275,45,1
236696,2020-04-28 02:57:42+00:00,Microsoft Inks 5-Year Deal with Coca Cola @themotleyfool #stocks $MSFT $KO https://t.co/zgkeIEZreb,1.0,"['KO', 'MSFT']",2020-04-28,2,1,4,2020,microsoft inks 5-year deal with coca cola themotleyfool stocks msft ko httpst.cozgkeiezreb,90,12,2
231128,2020-04-28 14:03:30+00:00,"$SPX $ES_F $DJ_F $DJIA   Dow futures up 300 points on easing of coronavirus lockdowns as earnings season hits stride U.S. stock-index futures rose Tuesday, with analysts citing progress toward easing coronavirus lockdowns a... https://t.co/IAjHbwzFw5 https://t.co/lF65oUZTfo",1.0,['ES'],2020-04-28,14,1,4,2020,"spx es_f dj_f djia dow futures up 300 points on easing of coronavirus lockdowns as earnings season hits stride u.s. stock-index futures rose tuesday, with analysts citing progress toward easing coronavirus lockdowns a... httpst.coiajhbwzfw5 httpst.colf65ouztfo",260,35,1
229181,2020-04-28 16:04:30+00:00,RT @OptionGrail: Added to $DKS chart setup still looks good for continuation $TGT $LOW $HD,1.0,"['HD', 'LOW', 'TGT']",2020-04-28,16,1,4,2020,rt optiongrail added to dks chart setup still looks good for continuation tgt low hd,84,15,3
228214,2020-04-28 17:14:33+00:00,"@HillaryClinton @JoeBiden 3 perverts. #metoo FOUNDATION -- all tax-free

$DJIA $SPX $NDX $IWM $AMZN $GOOGL $GS $FB $TWTR https://t.co/IwndRrSqLL",-1.0,"['AMZN', 'FB', 'GOOGL', 'GS', 'TWTR']",2020-04-28,17,1,4,2020,hillaryclinton joebiden 3 perverts. metoo foundation -- all tax-free djia spx ndx iwm amzn googl gs fb twtr httpst.coiwndrrsqll,127,19,5
227673,2020-04-28 17:56:26+00:00,"Don't get perplexed with the pullback! The #SP500 is testing the TL4R trendline resistance and the 2,862 support level. The uptrend is fully intact. Keep an eye on a BULLISH 50-day/600-day EMA crossover. This is an opinion. $SPY $SPX #DJIA $DIA #DOW #NASDAQ $VIX https://t.co/V5ddDfV6yn",1.0,['DOW'],2020-04-28,17,1,4,2020,"do not get perplexed with the pullback! the sp500 is testing the tl4r trendline resistance and the 2,862 support level. the uptrend is fully intact. keep an eye on a bullish 50-day600-day ema crossover. this is an opinion. spy spx djia dia dow nasdaq vix httpst.cov5dddfv6yn",274,46,1
225957,2020-04-28 20:08:33+00:00,IMO $GOOG guide is going to be terrible on the call https://t.co/td2Bz0STaq,-1.0,['GOOG'],2020-04-28,20,1,4,2020,imo goog guide is going to be terrible on the call httpst.cotd2bz0staq,70,12,1
224244,2020-04-28 22:15:17+00:00,Read alot of people shorting $GOOG into earnings wonder if they have the grapes to explain themselves.,-1.0,['GOOG'],2020-04-28,22,1,4,2020,read alot of people shorting goog into earnings wonder if they have the grapes to explain themselves.,101,17,1
254252,2020-04-29 02:45:39+00:00,"RT @ThePitBoss16: Google Stock Soars Near 10% After Earnings 
Alphabet Inc Class A NASDAQ: $GOOGL
Market Reaction After hours 
$1,346.00 +1…",1.0,['GOOGL'],2020-04-29,2,2,4,2020,"rt thepitboss16 google stock soars near 10 after earnings alphabet inc class a nasdaq googl market reaction after hours 1,346.00 1",130,21,1
249770,2020-04-29 13:21:34+00:00,"RT @JesseCohenInv: Happy Wednesday!

Here Are My #Top5ThingsToKnowToday In Financial Markets:

- $BA $GE $MA Earnings In The Morning
- $MSF…",1.0,"['BA', 'GE', 'MA']",2020-04-29,13,2,4,2020,rt jessecoheninv happy wednesday! here are my top5thingstoknowtoday in financial markets - ba ge ma earnings in the morning - msf,129,21,3
243754,2020-04-29 19:30:06+00:00,"$cof
$dfs
$axp

$V

impressive",1.0,"['AXP', 'COF', 'DFS', 'V']",2020-04-29,19,2,4,2020,cof dfs axp v impressive,24,5,4
241954,2020-04-29 20:19:11+00:00,Long $FB https://t.co/doXfAKVWDP,1.0,['FB'],2020-04-29,20,2,4,2020,long fb httpst.codoxfakvwdp,27,3,1
241670,2020-04-29 20:25:10+00:00,@SlowdownAhead @BluedeerC $msft $goog $FB earnings and their positive tone means nothing. They are hugely dependent on macro economy and should not be the ones we lean on to forecast economy.,1.0,"['FB', 'GOOG', 'MSFT']",2020-04-29,20,2,4,2020,slowdownahead bluedeerc msft goog fb earnings and their positive tone means nothing. they are hugely dependent on macro economy and should not be the ones we lean on to forecast economy.,186,31,3
241166,2020-04-29 20:39:32+00:00,Microsoft revenue up 15%? Lol. Incredible that a trillion dollar company is still able to grow double digits. $MSFT (I own it.),1.0,['MSFT'],2020-04-29,20,2,4,2020,microsoft revenue up 15? lol. incredible that a trillion dollar company is still able to grow double digits. msft i own it.,123,22,1
240611,2020-04-29 21:00:02+00:00,RT @RampCapitalLLC: Imagine not being long into $AMZN earnings https://t.co/R5f5vGVXqS,1.0,['AMZN'],2020-04-29,21,2,4,2020,rt rampcapitalllc imagine not being long into amzn earnings httpst.cor5f5vgvxqs,79,10,1
238308,2020-04-29 23:27:07+00:00,"Gary Shedlin Sells 2,625 Shares of BlackRock, Inc. $BLK Stock https://t.co/e2eXvUSk0D #stocks",-1.0,['BLK'],2020-04-29,23,2,4,2020,"gary shedlin sells 2,625 shares of blackrock, inc. blk stock httpst.coe2exvusk0d stocks",87,12,1
261904,2020-05-03 01:50:52+00:00,"RT @realmaxkeiser: A few Buffett facts: 

$AMZN too late 
$AAPL too late 
Airlines - Stock buybacks are criminal 
$WFC - Condoned millions…",-1.0,"['AAPL', 'AMZN', 'WFC']",2020-05-03,1,6,5,2020,rt realmaxkeiser a few buffett facts amzn too late aapl too late airlines - stock buybacks are criminal wfc - condoned millions,127,22,3
261349,2020-05-03 03:56:36+00:00,"Many #investors #LOOSE #MONEY #Trading with
@robinhoodapp due to their #platform #problems!

#robinhood #robinhoodapp #robinhoodoutage $amzn $msft $fb $ba https://t.co/sL5zc5YOWn",-1.0,"['AMZN', 'BA', 'FB', 'MSFT']",2020-05-03,3,6,5,2020,many investors loose money trading with robinhoodapp due to their platform problems! robinhood robinhoodapp robinhoodoutage amzn msft fb ba httpst.cosl5zc5yown,159,20,4
258392,2020-05-03 16:08:21+00:00,💯🔛🖥@Microsoft: Microsoft is infesting Windows 10 with annoying ads https://t.co/jLbj5vMmpo $MSFT #Microsoft #Technology #Tech #MSFT #digitaltransformation https://t.co/TtQlml3Mft,-1.0,['MSFT'],2020-05-03,16,6,5,2020,microsoft microsoft is infesting windows 10 with annoying ads httpst.cojlbj5vmmpo msft microsoft technology tech msft digitaltransformation httpst.cottqlml3mft,159,17,1
257512,2020-05-03 18:07:26+00:00,"$spy $ES_F $spx to be honest, that 2538 unfilled gap is actually a double unfilled gap (was a island bottom gap) https://t.co/x00mm7dTc3",1.0,['ES'],2020-05-03,18,6,5,2020,"spy es_f spx to be honest, that 2538 unfilled gap is actually a double unfilled gap was a island bottom gap httpst.cox00mm7dtc3",127,22,1
273468,2020-05-04 04:23:42+00:00,"RT @WallStSai: $UNH $HUM $CI $ANTM $CNC $MOH $CVS 
Big uptick in government business is in store for private health plans like Anthem, Cent…",1.0,"['ANTM', 'CI', 'CNC', 'CVS', 'HUM', 'UNH']",2020-05-04,4,0,5,2020,"rt wallstsai unh hum ci antm cnc moh cvs big uptick in government business is in store for private health plans like anthem, cent",129,24,6
270008,2020-05-04 12:58:35+00:00,@CNBCFastMoney $AAPL-- DUMP DUMP. OVERVALUED AND EXPENSIVE JUNK.,-1.0,['AAPL'],2020-05-04,12,0,5,2020,cnbcfastmoney aapl-- dump dump. overvalued and expensive junk.,62,8,1
268404,2020-05-04 14:43:39+00:00,"$DIS crushed the index in early 2010s out of a recession, willing to bet it does the same coming out of this recession. https://t.co/wPlcuqWjY3",-1.0,['DIS'],2020-05-04,14,0,5,2020,"dis crushed the index in early 2010s out of a recession, willing to bet it does the same coming out of this recession. httpst.cowplcuqwjy3",138,24,1
268142,2020-05-04 15:01:26+00:00,"@andydicesorkin Yes, especially for companies with extensive interests in China.

Not meant to be a political statement, nor an endorsement of any particular policy, but I put the chance of the White House ""punishing"" China in some fashion within the next 30 days at 100%. $WYNN $AAPL $BA",1.0,"['AAPL', 'BA', 'WYNN']",2020-05-04,15,0,5,2020,"andydicesorkin yes, especially for companies with extensive interests in china. not meant to be a political statement, nor an endorsement of any particular policy, but i put the chance of the white house punishing china in some fashion within the next 30 days at 100. wynn aapl ba",280,48,3
268025,2020-05-04 15:09:34+00:00,RT @305trdr: Nice call on $AAPL this morning by @trickmitch1 them levels are fire!!!!,1.0,['AAPL'],2020-05-04,15,0,5,2020,rt 305trdr nice call on aapl this morning by trickmitch1 them levels are fire!!!!,81,14,1
264518,2020-05-04 20:00:54+00:00,"🤝 $NVDA $INTC 
Intel and Nvidia turn Merger Monday into a blockbuster sequel https://t.co/wbo0P82pEy https://t.co/y5Q3g9mWq3",-1.0,"['INTC', 'NVDA']",2020-05-04,20,0,5,2020,nvda intc intel and nvidia turn merger monday into a blockbuster sequel httpst.cowbo0p82pey httpst.coy5q3g9mwq3,111,14,2
264196,2020-05-04 20:25:58+00:00,$BRK.B $BRK.A - Berkshire Hathaway: Buffett Isn't Buying. https://t.co/yUZZm7lj9K #markets #stocks #investing,-1.0,['BRK.B'],2020-05-04,20,0,5,2020,brk.b brk.a - berkshire hathaway buffett is not buying. httpst.coyuzzm7lj9k markets stocks investing,100,13,1
289654,2020-05-05 00:03:01+00:00,"@semodough $DIS would cost over $200 B. Actually, it is likely that the cash is in wrong places. They have consistently been borrowing to fund dividends",-1.0,['DIS'],2020-05-05,0,1,5,2020,"semodough dis would cost over 200 b. actually, it is likely that the cash is in wrong places. they have consistently been borrowing to fund dividends",149,26,1
288655,2020-05-05 02:49:00+00:00,@chrissyfarr @zbiotech Good news for health insurers $UNH $ANTM $HUM $CI They will mint more money now💰,1.0,"['ANTM', 'CI', 'HUM', 'UNH']",2020-05-05,2,1,5,2020,chrissyfarr zbiotech good news for health insurers unh antm hum ci they will mint more money now,96,17,4
285674,2020-05-05 12:00:07+00:00,"#DumbMickey
In Sturges, Sullivan's Travels,  Joel  McCrea in seeing a Mickey Mouse cartoon realizes the true aim and purpose of comedy or entertainment. $DIS has absolutely no clue - the reason Di will end up a dog and $NFLX, which has adopted Disney's old motto, shall shine. https://t.co/9FSb8l5pzP",1.0,"['DIS', 'NFLX']",2020-05-05,12,1,5,2020,"dumbmickey in sturges, sullivan is travels, joel mccrea in seeing a mickey mouse cartoon realizes the true aim and purpose of comedy or entertainment. dis has absolutely no clue - the reason di will end up a dog and nflx, which has adopted disney is old motto, shall shine. httpst.co9fsb8l5pzp",293,50,2
283209,2020-05-05 15:08:15+00:00,@petenajarian $msft 182.50 16k weeklys bought today ...,1.0,['MSFT'],2020-05-05,15,1,5,2020,petenajarian msft 182.50 16k weeklys bought today ...,53,8,1
282297,2020-05-05 16:16:42+00:00,"$AAPL ..

Why INVEST in $ZM !! LT!!

We R and will live in a New WORLD
&amp; $ZM will be a part of our lives!

$GOOGL going to acquire $ZM sooner or later ! https://t.co/nOFqlMTNej",-1.0,"['AAPL', 'GOOGL']",2020-05-05,16,1,5,2020,aapl .. why invest in zm !! lt!! we r and will live in a new world amp zm will be a part of our lives! googl going to acquire zm sooner or later ! httpst.conofqlmtnej,166,36,2
281634,2020-05-05 17:02:50+00:00,"Microsoft $MSFT  and Algorand $ALGO teams working on Secure Framework for Private Deep Learning.

👀 https://t.co/A9hbTagyC8

#blockchain #cryptonews $ada $xlm $xrp $eos @IBMBlockchain @Cointelegraph @CoinDesk #ethereum #defi $snx $link $enj $nem $ltc",1.0,"['MSFT', 'NEM']",2020-05-05,17,1,5,2020,microsoft msft and algorand algo teams working on secure framework for private deep learning. httpst.coa9hbtagyc8 blockchain cryptonews ada xlm xrp eos ibmblockchain cointelegraph coindesk ethereum defi snx link enj nem ltc,223,31,2
278485,2020-05-05 20:17:29+00:00,"Disney misses quarterly profit estimates, offering the first assessment of the damage the pandemic has wreaked on the entertainment giant's business https://t.co/7QsqF5qWQp $DIS",-1.0,['DIS'],2020-05-05,20,1,5,2020,"disney misses quarterly profit estimates, offering the first assessment of the damage the pandemic has wreaked on the entertainment giant is business httpst.co7qsqf5qwqp dis",173,24,1
277708,2020-05-05 20:45:42+00:00,"RT @AlwaysTrading1: If $DIS keeps this up, Mickey is going to need to get a job with $GRUB",1.0,['DIS'],2020-05-05,20,1,5,2020,"rt alwaystrading1 if dis keeps this up, mickey is going to need to get a job with grub",86,18,1
276775,2020-05-05 21:19:31+00:00,"Mastercard $MA settled +1.7% to $273.98, and that made for a black candle, as the 200dma remains powerful resistance. I do not believe the financials are being fully priced for loan defaults. @th3gambler https://t.co/iiUx1l0Ov3",-1.0,['MA'],2020-05-05,21,1,5,2020,"mastercard ma settled 1.7 to 273.98, and that made for a black candle, as the 200dma remains powerful resistance. i do not believe the financials are being fully priced for loan defaults. th3gambler httpst.coiiux1l0ov3",218,34,1
302709,2020-05-06 01:20:21+00:00,RT @MurdocOTC: $GPFT is a sleeping giant in the marijuana sector guys. .05 pps now could be .50 later this year imo. GREAT DD here just wai…,1.0,['DD'],2020-05-06,1,2,5,2020,rt murdocotc gpft is a sleeping giant in the marijuana sector guys. .05 pps now could be .50 later this year imo. great dd here just wai,136,27,1
301821,2020-05-06 03:15:05+00:00,Huge variation: Mead Johnson Nutrition Company $MJN 70.72 up 4.12% 4:02pm https://t.co/Pa7hlovGSJ  #stocks,1.0,['MJN'],2020-05-06,3,2,5,2020,huge variation mead johnson nutrition company mjn 70.72 up 4.12 402pm httpst.copa7hlovgsj stocks,96,13,1
